my,geoid,br_2020,se_traf,pt_traf,total_traf,borough,shape_area,nta_nam
19-May,36061019900,1019900,8313,110554,118867,Manhattan,2406577.223,Morningside Heights
21-May,36061019900,1019900,8090,47490,55580,Manhattan,2406577.223,Morningside Heights
19-Jun,36061019900,1019900,8501,86666,95167,Manhattan,2406577.223,Morningside Heights
21-Jun,36061019900,1019900,3722,81745,85467,Manhattan,2406577.223,Morningside Heights
19-Jul,36061019900,1019900,7374,65998,73372,Manhattan,2406577.223,Morningside Heights
21-Jul,36061019900,1019900,4200,53464,57664,Manhattan,2406577.223,Morningside Heights
19-Aug,36061019900,1019900,10295,49219,59514,Manhattan,2406577.223,Morningside Heights
21-Aug,36061019900,1019900,7722,66776,74498,Manhattan,2406577.223,Morningside Heights
19-May,36061020500,1020500,6499,61627,68126,Manhattan,2977095.904,Morningside Heights
21-May,36061020500,1020500,2784,88959,91743,Manhattan,2977095.904,Morningside Heights
19-Jun,36061020500,1020500,8785,119084,127869,Manhattan,2977095.904,Morningside Heights
21-Jun,36061020500,1020500,5888,100931,106819,Manhattan,2977095.904,Morningside Heights
19-Jul,36061020500,1020500,6733,91267,98000,Manhattan,2977095.904,Morningside Heights
21-Jul,36061020500,1020500,7858,60865,68723,Manhattan,2977095.904,Morningside Heights
19-Aug,36061020500,1020500,5234,44818,50052,Manhattan,2977095.904,Morningside Heights
21-Aug,36061020500,1020500,7420,92247,99667,Manhattan,2977095.904,Morningside Heights
19-May,36061020600,1020600,11706,21474,33180,Manhattan,1602693.86,East Harlem (North)
21-May,36061020600,1020600,2258,42337,44595,Manhattan,1602693.86,East Harlem (North)
19-Jun,36061020600,1020600,4607,49880,54487,Manhattan,1602693.86,East Harlem (North)
21-Jun,36061020600,1020600,13522,57355,70877,Manhattan,1602693.86,East Harlem (North)
19-Jul,36061020600,1020600,8500,149853,158353,Manhattan,1602693.86,East Harlem (North)
21-Jul,36061020600,1020600,9719,80584,90303,Manhattan,1602693.86,East Harlem (North)
19-Aug,36061020600,1020600,2012,68974,70986,Manhattan,1602693.86,East Harlem (North)
21-Aug,36061020600,1020600,3186,92906,96092,Manhattan,1602693.86,East Harlem (North)
19-May,36061020701,1020701,7604,22139,29743,Manhattan,508167.8882,Morningside Heights
21-May,36061020701,1020701,2187,75762,77949,Manhattan,508167.8882,Morningside Heights
19-Jun,36061020701,1020701,9819,71,9890,Manhattan,508167.8882,Morningside Heights
21-Jun,36061020701,1020701,4736,105239,109975,Manhattan,508167.8882,Morningside Heights
19-Jul,36061020701,1020701,13736,87134,100870,Manhattan,508167.8882,Morningside Heights
21-Jul,36061020701,1020701,7768,112409,120177,Manhattan,508167.8882,Morningside Heights
19-Aug,36061020701,1020701,15677,83096,98773,Manhattan,508167.8882,Morningside Heights
21-Aug,36061020701,1020701,8384,103101,111485,Manhattan,508167.8882,Morningside Heights
19-May,36061020800,1020800,11376,65259,76635,Manhattan,1599291.601,Harlem (North)
21-May,36061020800,1020800,6719,134138,140857,Manhattan,1599291.601,Harlem (North)
19-Jun,36061020800,1020800,11013,5619,16632,Manhattan,1599291.601,Harlem (North)
21-Jun,36061020800,1020800,3276,18601,21877,Manhattan,1599291.601,Harlem (North)
19-Jul,36061020800,1020800,14339,157988,172327,Manhattan,1599291.601,Harlem (North)
21-Jul,36061020800,1020800,10623,100216,110839,Manhattan,1599291.601,Harlem (North)
19-Aug,36061020800,1020800,16357,86633,102990,Manhattan,1599291.601,Harlem (North)
21-Aug,36061020800,1020800,0,80477,80477,Manhattan,1599291.601,Harlem (North)
19-May,36061021303,1021303,14072,94299,108371,Manhattan,1643103.37,Manhattanville-West Harlem
21-May,36061021303,1021303,2254,67424,69678,Manhattan,1643103.37,Manhattanville-West Harlem
19-Jun,36061021303,1021303,8499,47993,56492,Manhattan,1643103.37,Manhattanville-West Harlem
21-Jun,36061021303,1021303,17148,115717,132865,Manhattan,1643103.37,Manhattanville-West Harlem
19-Jul,36061021303,1021303,4013,680,4693,Manhattan,1643103.37,Manhattanville-West Harlem
21-Jul,36061021303,1021303,858,33349,34207,Manhattan,1643103.37,Manhattanville-West Harlem
19-Aug,36061021303,1021303,8028,32148,40176,Manhattan,1643103.37,Manhattanville-West Harlem
21-Aug,36061021303,1021303,5648,93737,99385,Manhattan,1643103.37,Manhattanville-West Harlem
19-May,36061021500,1021500,4685,72002,76687,Manhattan,750635.0257,Harlem (North)
21-May,36061021500,1021500,14825,107072,121897,Manhattan,750635.0257,Harlem (North)
19-Jun,36061021500,1021500,1918,8202,10120,Manhattan,750635.0257,Harlem (North)
21-Jun,36061021500,1021500,14128,45569,59697,Manhattan,750635.0257,Harlem (North)
19-Jul,36061021500,1021500,11062,30691,41753,Manhattan,750635.0257,Harlem (North)
21-Jul,36061021500,1021500,8528,106918,115446,Manhattan,750635.0257,Harlem (North)
19-Aug,36061021500,1021500,8036,79908,87944,Manhattan,750635.0257,Harlem (North)
21-Aug,36061021500,1021500,4060,87464,91524,Manhattan,750635.0257,Harlem (North)
19-May,36061021600,1021600,16534,109018,125552,Manhattan,1864443.266,Harlem (South)
21-May,36061021600,1021600,0,71023,71023,Manhattan,1864443.266,Harlem (South)
19-Jun,36061021600,1021600,13208,92884,106092,Manhattan,1864443.266,Harlem (South)
21-Jun,36061021600,1021600,7847,35699,43546,Manhattan,1864443.266,Harlem (South)
19-Jul,36061021600,1021600,5603,20142,25745,Manhattan,1864443.266,Harlem (South)
21-Jul,36061021600,1021600,13979,71,14050,Manhattan,1864443.266,Harlem (South)
19-Aug,36061021600,1021600,6620,56264,62884,Manhattan,1864443.266,Harlem (South)
21-Aug,36061021600,1021600,3692,35440,39132,Manhattan,1864443.266,Harlem (South)
19-May,36061021703,1021703,8189,104894,113083,Manhattan,3384698.568,Manhattanville-West Harlem
21-May,36061021703,1021703,4864,92149,97013,Manhattan,3384698.568,Manhattanville-West Harlem
19-Jun,36061021703,1021703,4233,81818,86051,Manhattan,3384698.568,Manhattanville-West Harlem
21-Jun,36061021703,1021703,4493,112835,117328,Manhattan,3384698.568,Manhattanville-West Harlem
19-Jul,36061021703,1021703,1220,93837,95057,Manhattan,3384698.568,Manhattanville-West Harlem
21-Jul,36061021703,1021703,16316,73202,89518,Manhattan,3384698.568,Manhattanville-West Harlem
19-Aug,36061021703,1021703,8523,85739,94262,Manhattan,3384698.568,Manhattanville-West Harlem
21-Aug,36061021703,1021703,13209,40776,53985,Manhattan,3384698.568,Manhattanville-West Harlem
19-May,36061021800,1021800,5111,91906,97017,Manhattan,1958684.888,Harlem (South)
21-May,36061021800,1021800,5573,105382,110955,Manhattan,1958684.888,Harlem (South)
19-Jun,36061021800,1021800,4385,79275,83660,Manhattan,1958684.888,Harlem (South)
21-Jun,36061021800,1021800,9215,50555,59770,Manhattan,1958684.888,Harlem (South)
19-Jul,36061021800,1021800,18630,72877,91507,Manhattan,1958684.888,Harlem (South)
21-Jul,36061021800,1021800,2404,60396,62800,Manhattan,1958684.888,Harlem (South)
19-Aug,36061021800,1021800,6766,86987,93753,Manhattan,1958684.888,Harlem (South)
21-Aug,36061021800,1021800,9983,31544,41527,Manhattan,1958684.888,Harlem (South)
19-May,36061022000,1022000,10328,76107,86435,Manhattan,1882647.555,Harlem (South)
21-May,36061022000,1022000,7806,56401,64207,Manhattan,1882647.555,Harlem (South)
19-Jun,36061022000,1022000,10233,45755,55988,Manhattan,1882647.555,Harlem (South)
21-Jun,36061022000,1022000,6084,57468,63552,Manhattan,1882647.555,Harlem (South)
19-Jul,36061022000,1022000,980,17872,18852,Manhattan,1882647.555,Harlem (South)
21-Jul,36061022000,1022000,6295,149287,155582,Manhattan,1882647.555,Harlem (South)
19-Aug,36061022000,1022000,18692,88911,107603,Manhattan,1882647.555,Harlem (South)
21-Aug,36061022000,1022000,7354,29872,37226,Manhattan,1882647.555,Harlem (South)
19-May,36061022102,1022102,11542,77338,88880,Manhattan,1065533.643,Harlem (North)
21-May,36061022102,1022102,4377,56411,60788,Manhattan,1065533.643,Harlem (North)
19-Jun,36061022102,1022102,6497,41517,48014,Manhattan,1065533.643,Harlem (North)
21-Jun,36061022102,1022102,9446,66113,75559,Manhattan,1065533.643,Harlem (North)
19-Jul,36061022102,1022102,11390,116835,128225,Manhattan,1065533.643,Harlem (North)
21-Jul,36061022102,1022102,5209,11154,16363,Manhattan,1065533.643,Harlem (North)
19-Aug,36061022102,1022102,15712,25104,40816,Manhattan,1065533.643,Harlem (North)
21-Aug,36061022102,1022102,9075,19388,28463,Manhattan,1065533.643,Harlem (North)
19-May,36061022200,1022200,13327,104562,117889,Manhattan,1953119.68,Harlem (South)
21-May,36061022200,1022200,11284,113994,125278,Manhattan,1953119.68,Harlem (South)
19-Jun,36061022200,1022200,7189,102523,109712,Manhattan,1953119.68,Harlem (South)
21-Jun,36061022200,1022200,2051,64097,66148,Manhattan,1953119.68,Harlem (South)
19-Jul,36061022200,1022200,3470,64220,67690,Manhattan,1953119.68,Harlem (South)
21-Jul,36061022200,1022200,15408,38462,53870,Manhattan,1953119.68,Harlem (South)
19-Aug,36061022200,1022200,12437,50995,63432,Manhattan,1953119.68,Harlem (South)
21-Aug,36061022200,1022200,9746,55330,65076,Manhattan,1953119.68,Harlem (South)
19-May,36061022301,1022301,11690,119296,130986,Manhattan,2058402.278,Manhattanville-West Harlem
21-May,36061022301,1022301,5720,75566,81286,Manhattan,2058402.278,Manhattanville-West Harlem
19-Jun,36061022301,1022301,9206,82939,92145,Manhattan,2058402.278,Manhattanville-West Harlem
21-Jun,36061022301,1022301,5699,112903,118602,Manhattan,2058402.278,Manhattanville-West Harlem
19-Jul,36061022301,1022301,4773,42930,47703,Manhattan,2058402.278,Manhattanville-West Harlem
21-Jul,36061022301,1022301,4466,71,4537,Manhattan,2058402.278,Manhattanville-West Harlem
19-Aug,36061022301,1022301,10509,86405,96914,Manhattan,2058402.278,Manhattanville-West Harlem
21-Aug,36061022301,1022301,9861,25194,35055,Manhattan,2058402.278,Manhattanville-West Harlem
19-May,36061022400,1022400,13568,132697,146265,Manhattan,2099457.954,Harlem (North)
21-May,36061022400,1022400,9050,50315,59365,Manhattan,2099457.954,Harlem (North)
19-Jun,36061022400,1022400,11832,92157,103989,Manhattan,2099457.954,Harlem (North)
21-Jun,36061022400,1022400,14489,91492,105981,Manhattan,2099457.954,Harlem (North)
19-Jul,36061022400,1022400,5005,165422,170427,Manhattan,2099457.954,Harlem (North)
21-Jul,36061022400,1022400,13840,58171,72011,Manhattan,2099457.954,Harlem (North)
19-Aug,36061022400,1022400,0,46082,46082,Manhattan,2099457.954,Harlem (North)
21-Aug,36061022400,1022400,9031,71,9102,Manhattan,2099457.954,Harlem (North)
19-May,36061022600,1022600,18840,15829,34669,Manhattan,1642680.487,Harlem (North)
21-May,36061022600,1022600,7511,56613,64124,Manhattan,1642680.487,Harlem (North)
19-Jun,36061022600,1022600,11284,48762,60046,Manhattan,1642680.487,Harlem (North)
21-Jun,36061022600,1022600,5316,99848,105164,Manhattan,1642680.487,Harlem (North)
19-Jul,36061022600,1022600,9021,106326,115347,Manhattan,1642680.487,Harlem (North)
21-Jul,36061022600,1022600,8274,31828,40102,Manhattan,1642680.487,Harlem (North)
19-Aug,36061022600,1022600,14577,119854,134431,Manhattan,1642680.487,Harlem (North)
21-Aug,36061022600,1022600,11941,71,12012,Manhattan,1642680.487,Harlem (North)
19-May,36061022800,1022800,8978,146599,155577,Manhattan,1944083.44,Harlem (North)
21-May,36061022800,1022800,8107,67464,75571,Manhattan,1944083.44,Harlem (North)
19-Jun,36061022800,1022800,17138,94349,111487,Manhattan,1944083.44,Harlem (North)
21-Jun,36061022800,1022800,14648,71,14719,Manhattan,1944083.44,Harlem (North)
19-Jul,36061022800,1022800,8307,72648,80955,Manhattan,1944083.44,Harlem (North)
21-Jul,36061022800,1022800,2017,98286,100303,Manhattan,1944083.44,Harlem (North)
19-Aug,36061022800,1022800,12116,22866,34982,Manhattan,1944083.44,Harlem (North)
21-Aug,36061022800,1022800,10992,72753,83745,Manhattan,1944083.44,Harlem (North)
19-May,36061023100,1023100,4200,108598,112798,Manhattan,1962707.27,Hamilton Heights-Sugar Hill
21-May,36061023100,1023100,8311,35710,44021,Manhattan,1962707.27,Hamilton Heights-Sugar Hill
19-Jun,36061023100,1023100,10422,81378,91800,Manhattan,1962707.27,Hamilton Heights-Sugar Hill
21-Jun,36061023100,1023100,5598,49812,55410,Manhattan,1962707.27,Hamilton Heights-Sugar Hill
19-Jul,36061023100,1023100,15978,61751,77729,Manhattan,1962707.27,Hamilton Heights-Sugar Hill
21-Jul,36061023100,1023100,7550,61061,68611,Manhattan,1962707.27,Hamilton Heights-Sugar Hill
19-Aug,36061023100,1023100,8362,126851,135213,Manhattan,1962707.27,Hamilton Heights-Sugar Hill
21-Aug,36061023100,1023100,15600,125869,141469,Manhattan,1962707.27,Hamilton Heights-Sugar Hill
19-May,36061023400,1023400,12139,111738,123877,Manhattan,1167006.625,Harlem (North)
21-May,36061023400,1023400,7537,98678,106215,Manhattan,1167006.625,Harlem (North)
19-Jun,36061023400,1023400,8593,54818,63411,Manhattan,1167006.625,Harlem (North)
21-Jun,36061023400,1023400,8862,115366,124228,Manhattan,1167006.625,Harlem (North)
19-Jul,36061023400,1023400,14337,38785,53122,Manhattan,1167006.625,Harlem (North)
21-Jul,36061023400,1023400,13101,71,13172,Manhattan,1167006.625,Harlem (North)
19-Aug,36061023400,1023400,4351,60739,65090,Manhattan,1167006.625,Harlem (North)
21-Aug,36061023400,1023400,301,17498,17799,Manhattan,1167006.625,Harlem (North)
19-May,36061023502,1023502,8363,81571,89934,Manhattan,447807.8551,Harlem (North)
21-May,36061023502,1023502,13357,80140,93497,Manhattan,447807.8551,Harlem (North)
19-Jun,36061023502,1023502,9396,54953,64349,Manhattan,447807.8551,Harlem (North)
21-Jun,36061023502,1023502,14111,21669,35780,Manhattan,447807.8551,Harlem (North)
19-Jul,36061023502,1023502,16240,97026,113266,Manhattan,447807.8551,Harlem (North)
21-Jul,36061023502,1023502,0,83052,83052,Manhattan,447807.8551,Harlem (North)
19-Aug,36061023502,1023502,8382,48941,57323,Manhattan,447807.8551,Harlem (North)
21-Aug,36061023502,1023502,6044,158218,164262,Manhattan,447807.8551,Harlem (North)
19-May,36061024301,1024301,4308,141296,145604,Manhattan,1129820.012,Washington Heights (South)
21-May,36061024301,1024301,11397,66167,77564,Manhattan,1129820.012,Washington Heights (South)
19-Jun,36061024301,1024301,14024,40004,54028,Manhattan,1129820.012,Washington Heights (South)
21-Jun,36061024301,1024301,9007,69388,78395,Manhattan,1129820.012,Washington Heights (South)
19-Jul,36061024301,1024301,8071,140137,148208,Manhattan,1129820.012,Washington Heights (South)
21-Jul,36061024301,1024301,2085,69489,71574,Manhattan,1129820.012,Washington Heights (South)
19-Aug,36061024301,1024301,15056,5684,20740,Manhattan,1129820.012,Washington Heights (South)
21-Aug,36061024301,1024301,5702,30719,36421,Manhattan,1129820.012,Washington Heights (South)
19-May,36061024900,1024900,6142,91113,97255,Manhattan,652856.2994,Washington Heights (South)
21-May,36061024900,1024900,9731,71,9802,Manhattan,652856.2994,Washington Heights (South)
19-Jun,36061024900,1024900,14076,39644,53720,Manhattan,652856.2994,Washington Heights (South)
21-Jun,36061024900,1024900,10664,78302,88966,Manhattan,652856.2994,Washington Heights (South)
19-Jul,36061024900,1024900,11558,55465,67023,Manhattan,652856.2994,Washington Heights (South)
21-Jul,36061024900,1024900,14802,28866,43668,Manhattan,652856.2994,Washington Heights (South)
19-Aug,36061024900,1024900,0,18184,18184,Manhattan,652856.2994,Washington Heights (South)
21-Aug,36061024900,1024900,3845,31052,34897,Manhattan,652856.2994,Washington Heights (South)
19-May,36061025500,1025500,5344,78060,83404,Manhattan,4718124.843,Washington Heights (South)
21-May,36061025500,1025500,10315,105439,115754,Manhattan,4718124.843,Washington Heights (South)
19-Jun,36061025500,1025500,3996,35836,39832,Manhattan,4718124.843,Washington Heights (South)
21-Jun,36061025500,1025500,7848,39834,47682,Manhattan,4718124.843,Washington Heights (South)
19-Jul,36061025500,1025500,6147,94347,100494,Manhattan,4718124.843,Washington Heights (South)
21-Jul,36061025500,1025500,13018,13738,26756,Manhattan,4718124.843,Washington Heights (South)
19-Aug,36061025500,1025500,11924,96727,108651,Manhattan,4718124.843,Washington Heights (South)
21-Aug,36061025500,1025500,8801,100257,109058,Manhattan,4718124.843,Washington Heights (South)
19-May,36061026500,1026500,4859,94622,99481,Manhattan,2081505.518,Washington Heights (North)
21-May,36061026500,1026500,6965,82872,89837,Manhattan,2081505.518,Washington Heights (North)
19-Jun,36061026500,1026500,9044,79556,88600,Manhattan,2081505.518,Washington Heights (North)
21-Jun,36061026500,1026500,3442,127594,131036,Manhattan,2081505.518,Washington Heights (North)
19-Jul,36061026500,1026500,4259,127017,131276,Manhattan,2081505.518,Washington Heights (North)
21-Jul,36061026500,1026500,7558,71,7629,Manhattan,2081505.518,Washington Heights (North)
19-Aug,36061026500,1026500,8188,44418,52606,Manhattan,2081505.518,Washington Heights (North)
21-Aug,36061026500,1026500,11826,71777,83603,Manhattan,2081505.518,Washington Heights (North)
19-May,36061026700,1026700,10493,82354,92847,Manhattan,519544.6342,Washington Heights (North)
21-May,36061026700,1026700,0,13070,13070,Manhattan,519544.6342,Washington Heights (North)
19-Jun,36061026700,1026700,8858,98307,107165,Manhattan,519544.6342,Washington Heights (North)
21-Jun,36061026700,1026700,21190,96859,118049,Manhattan,519544.6342,Washington Heights (North)
19-Jul,36061026700,1026700,7394,64733,72127,Manhattan,519544.6342,Washington Heights (North)
21-Jul,36061026700,1026700,11267,18876,30143,Manhattan,519544.6342,Washington Heights (North)
19-Aug,36061026700,1026700,13560,77780,91340,Manhattan,519544.6342,Washington Heights (North)
21-Aug,36061026700,1026700,1169,78697,79866,Manhattan,519544.6342,Washington Heights (North)
19-May,36061026900,1026900,3750,63284,67034,Manhattan,1889655.55,Washington Heights (North)
21-May,36061026900,1026900,4479,116468,120947,Manhattan,1889655.55,Washington Heights (North)
19-Jun,36061026900,1026900,3980,26056,30036,Manhattan,1889655.55,Washington Heights (North)
21-Jun,36061026900,1026900,21790,69515,91305,Manhattan,1889655.55,Washington Heights (North)
19-Jul,36061026900,1026900,10060,119817,129877,Manhattan,1889655.55,Washington Heights (North)
21-Jul,36061026900,1026900,10424,82679,93103,Manhattan,1889655.55,Washington Heights (North)
19-Aug,36061026900,1026900,5513,53629,59142,Manhattan,1889655.55,Washington Heights (North)
21-Aug,36061026900,1026900,6598,49728,56326,Manhattan,1889655.55,Washington Heights (North)
